id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
1953,Science,Organizmaların besinleri kullanılabilir enerjiye dönüştürme sürecine ne ad verilir?,Metabolizma,Sindirim,Solunum,Beslenme,A,Metabolizma tüm enerji dönüşüm süreçlerini kapsar,Medium
1954,Science,Gazların değişen sıcaklık ve basınç koşullarındaki davranışlarını açıklayan ilke hangisidir?,Boyle Yasası,Charles Yasası,Gay-Lussac Yasası,Kombine Gaz Yasası,D,"Birleşik Gaz Yasası sıcaklık, basınç ve hacim ilişkilerini bütünleştirir",Medium
1955,Science,Hücresel düzeyde mekanik kuvvetlerin biyolojik süreçleri nasıl etkilediğini inceleyen bilim dalına ne ad verilir?,Mekanobiyoloji,Hücre mekaniği,Biyomekanik,Hücresel biyofizik,A,"Mekanobiyoloji, hücreler üzerindeki mekanik etkileri inceler",Medium
1956,Science,Hangi süreç DNA şablonundan RNA sentezini tanımlar?,Çoğaltma,Transkripsiyon,Çeviri,Ters transkripsiyon,B,"Transkripsiyon, DNA şablonlarından RNA kopyaları oluşturur",Medium
1957,Science,"Elektromanyetik radyasyonun frekansının, kaynağın hareketine bağlı olarak değiştiği etkinin adı nedir?",Doppler etkisi,Kırmızıya kayma,Maviye dönüş,Görelilik etkisi,A,"Doppler etkisi, bağıl hareket nedeniyle frekansı değiştirir",Medium
1958,Science,Sirkadiyen ritimleri düzenlemekten sorumlu hormon hangisidir?,Kortizol,Melatonin,Büyüme hormonu,İnsülin,B,Melatonin uyku-uyanıklık döngülerini düzenler,Medium
1959,Science,Organizmaların çevresel stres faktörlerine nasıl tepki verdiğini inceleyen bilim dalı hangisidir?,Stres biyolojisi,Çevresel fizyoloji,Ekofizyoloji,Uyum bilimi,C,"Ekofizyoloji, çevreye verilen fizyolojik tepkileri inceler",Medium
1960,Science,Bakteriler arasında genetik materyalin hareketini tanımlayan süreç hangisidir?,Çekim,Dönüşüm,Transdüksiyon,Yukarıdakilerin hepsi,D,Her üç süreç de bakterilerdeki genetik materyali aktarır,Medium
1961,Science,Freudyen psikolojide bilinçli ve bilinçdışı arasındaki sınırın adı nedir?,Ego,Süperego,Bilinç öncesi,Eşik,C,"Bilinç öncesi, bilinçli ve bilinçdışı arasında yer alır",Medium
1962,Science,Süt ürünlerindeki laktozun parçalanmasından sorumlu enzim hangisidir?,Laktaz,Sükraz,Maltaca,Amilaz,A,"Laktaz, laktozu glikoz ve galaktoza parçalar",Medium
1963,Science,Organizmaların bilgiyi nasıl işlediği ve depoladığını inceleyen bilim dalı hangisidir?,Bilişsel biyoloji,Nöroinformatik,Biyobilgisayar,Bilgi biyolojisi,A,"Bilişsel biyoloji, organizmalarda bilgi işlemeyi inceler",Medium
1964,Science,Hangi süreç coğrafi izolasyon yoluyla yeni türlerin oluşumunu tanımlar?,Allopatrik türleşme,Simpatrik türleşme,Parapatrik türleşme,Peripatrik türleşme,A,Allopatrik türleşme coğrafi ayrım yoluyla gerçekleşir,Medium
1965,Science,Elektrik ve manyetik alanlar arasındaki ilişkiyi açıklayan ilkenin adı nedir?,Maxwell denklemleri,Faraday yasası,Ampere yasası,Gauss yasası,A,Maxwell denklemleri elektromanyetik alan ilişkilerini tanımlar,Medium
1966,Science,Sıvı ve elektrolit dengesinin sağlanmasından hangi organ sistemi sorumludur?,Dolaşım sistemi,Böbrek sistemi,Endokrin sistemi,Solunum sistemi,B,Böbrek sistemi sıvı ve elektrolit homeostazını korur,Medium
1967,Science,Organizmaların kimyasal sinyalleri nasıl algılayıp tepki verdiğini inceleyen bilim dalı hangisidir?,Kimyasal ekoloji,Kemoresepsiyon,Duyusal biyoloji,Sinyal iletimi,A,Kimyasal ekoloji kimyasal iletişimi inceler,Medium
1968,Science,Hücrelerin hasarlı DNA'yı onarmasını sağlayan süreç hangisidir?,DNA onarımı,Düzeltme,Eksizyon onarımı,Yukarıdakilerin hepsi,D,DNA onarımı için birden fazla mekanizma mevcuttur,Medium
1969,Science,Parçacıkların aynı anda birden fazla kuantum durumunda bulunabildiği etkinin adı nedir?,Kuantum süperpozisyonu,Kuantum dolanıklığı,Dalga-parçacık ikiliği,Belirsizlik ilkesi,A,Kuantum süperpozisyonu birden fazla eş zamanlı duruma izin verir,Medium
1970,Science,Hangi hormon glikoz alımını artırarak kan glikoz düzeylerini düzenler?,İnsülin,Glukagon,Kortizol,Büyüme hormonu,A,"İnsülin, hücresel alımı teşvik ederek kan şekerini düşürür",Medium
1971,Science,Organizmaların zamanla nasıl yaşlandığını ve bozulduğunu inceleyen bilim dalı hangisidir?,Gerontoloji,Yaşlılık biyolojisi,Yaşlanma araştırması,Uzun ömür bilimi,B,Yaşlılık biyolojisi yaşlanma sürecini inceler,Medium
1972,Science,Aşağıdaki işlemlerden hangisi atmosferdeki azotun organik bileşiklere dönüşümünü açıklar?,Azot asimilasyonu,Azot fiksasyonu,Nitrifikasyon,Mineralizasyon,B,Azot fiksasyonu N2'yi organik azot bileşiklerine dönüştürür,Medium
1973,Science,Ökaryotik hücrelerin kökenini açıklayan teorinin adı nedir?,Endosimbiyotik teori,Hücre teorisi,Evrim teorisi,Organel teorisi,A,Endosimbiyotik teori ökaryotik hücre evrimini açıklıyor,Medium
1974,Science,Hücresel solunumda ATP sentezlenmesinden sorumlu enzim kompleksi hangisidir?,ATP sentaz,Sitokrom oksidaz,NADH dehidrogenaz,Süksinat dehidrogenaz,A,"ATP sentaz, proton gradyanlarını kullanarak ATP üretir",Medium
1975,Science,Organizmaların iç ortamlarını nasıl koruduklarını inceleyen bilim dalı hangisidir?,Homeostaz,Düzenleyici biyoloji,Fizyolojik düzenleme,İç kontrol,A,"Homeostaz, iç koşulların stabil kalmasını sağlar",Medium
1976,Science,Antigenler ve antikorlar arasındaki etkileşimi tanımlayan süreç hangisidir?,Bağışıklık tanıma,Antijen-antikor bağlanması,İmmünolojik yanıt,Hümoral bağışıklık,B,Antijen-antikor bağlanması bağışıklık tanımanın temelidir,Medium
1977,Science,Enzimlerin substrata bağlanması sonucu şekil değiştirmesine ne ad verilir?,Allosterik düzenleme,İndüklenen uyum,Rekabetçi inhibisyon,Kooperatif bağlama,B,"İndüklenen uyum, enzim konformasyonel değişikliklerini tanımlar",Medium
1978,Science,Çevresel değişikliklere karşı uzun vadeli tepkileri düzenleyen sistem hangisidir?,Sinir sistemi,Endokrin sistemi,Bağışıklık sistemi,Dolaşım sistemi,B,Endokrin sistemi uzun vadeli düzenleme sağlar,Medium
1979,Science,Genlerin nasıl açılıp kapandığını inceleyen bilim dalına ne ad verilir?,Gen düzenlemesi,Transkripsiyonel kontrol,Epigenetik,İfade kontrolü,C,"Epigenetik, gen ifadesinin düzenlenmesini inceler",Medium
1980,Science,Hangi süreç hücre bölünmesiyle gamet oluşumunu açıklar?,Mitoz,Mayoz,Gametogenez,Cinsel üreme,C,"Gametogenez, üreme hücrelerinin oluşumudur",Medium
1981,Science,Enerjinin yaratılamayacağı veya yok edilemeyeceği ilkesinin adı nedir?,Enerjinin korunumu,Termodinamiğin birinci yasası,Enerji tasarrufu,Hem A hem de B,D,Her iki terim de enerji tasarrufunu tanımlar,Medium
1982,Science,Hücrelerde evrensel enerji birimi olarak görev yapan molekül hangisidir?,ATP,ADP,AMP,NADH,A,ATP (adenozin trifosfat) hücresel enerji para birimidir,Medium
1983,Science,Organizmaların ışığa nasıl tepki verdiğini inceleyen bilim dalı hangisidir?,Fotobiyoloji,Işık biyolojisi,Optik biyoloji,Fotofizyoloji,A,"Fotobiyoloji, ışığa karşı biyolojik tepkileri inceler",Medium
1984,Science,Hücre bölünmesi sırasında kromozomların hareketini tanımlayan süreç hangisidir?,Kromozom ayrımı,Mitotik bölünme,Nükleer bölüm,Kromozom ayrımı,A,Kromozom ayrımı kromozomları yavru hücrelere dağıtır,Medium
1985,Science,Bir sistemin özelliklerinin geçmişine bağlı olduğu etkinin adı nedir?,Histerezis,Yol bağımlılığı,Tarihsel etki,Hafıza etkisi,A,"Histerezis, geçmişe bağlı davranışı tanımlar",Medium
1986,Science,Zararlı maddelerin detoksundan öncelikli olarak hangi organ sorumludur?,Karaciğer,Böbrek,Akciğer,Deri,A,Karaciğer zararlı bileşikleri metabolize eder ve detoksifiye eder,Medium
1987,Science,Organizmaların biyolojik süreçlerini nasıl koordine ettiklerini inceleyen bilim dalı hangisidir?,Kronobiyoloji,Biyolojik zamanlama,Sirkadiyen biyoloji,Zamansal biyoloji,A,Kronobiyoloji biyolojik zamanlama mekanizmalarını inceler,Medium
1988,Science,Hangisi organizmaların vücut sıcaklığını sabit tutmasını sağlayan süreçtir?,Termoregülasyon,Homeostaz,Sıcaklık kontrolü,Metabolik düzenleme,A,Termoregülasyon vücut sıcaklığının sabit kalmasını sağlar,Medium
1989,Science,Yapı ile fonksiyon arasındaki ilişkiyi tanımlayan ilkenin adı nedir?,Form işlevi takip eder,Yapı-fonksiyon ilişkisi,Morfolojik ilke,Tasarım ilkesi,B,Yapı-fonksiyon ilişkisi biyolojide temeldir,Medium
1990,Science,Çevresel değişimlere hızlı tepki vermeyi hangi sistem koordine eder?,Endokrin sistemi,Sinir sistemi,Bağışıklık sistemi,Kas sistemi,B,Sinir sistemi hızlı koordinasyon sağlar,Medium
1991,Science,Organizmaların sesleri nasıl ürettiğini ve algıladığını inceleyen bilim dalı hangisidir?,Biyoakustik,Ses biyolojisi,Akustik ekoloji,İşitsel biyoloji,A,"Biyoakustik, biyolojik ses üretimi ve tespitini inceler",Medium
1992,Science,Amino asitlerden protein sentezini açıklayan süreç hangisidir?,Çeviri,Transkripsiyon,Protein sentezi,Ribozomal sentez,A,"Çeviri, mRNA şablonlarından proteinleri sentezler",Medium
1993,Math,Kürenin yüzey alanının formülü nedir?,4πr²,πr²,2πr²,πr³,A,"Bir kürenin yüzey alanı, pi sayısının karesinin 4 katına eşittir",Medium
1994,Sports,Hangi olimpik sporda yarışmacılar halka üzerinde yarışırlar?,Jimnastik,Güreş,Boks,Halter,A,"Halkalar, erkek artistik jimnastikte kullanılan bir alettir.",Medium
1995,Technology,XML ne anlama geliyor?,Genişletilebilir İşaretleme Dili,eXtra İşaretleme Dili,eXternal İşaretleme Dili,Yürütülebilir İşaretleme Dili,A,"XML, Genişletilebilir İşaretleme Dili anlamına gelir",Medium
1996,Animals,Hangi memeli hayvanın kalp atış hızı dakikada 2 atışa kadar düşebilir?,Yunus,Balina,Fok,Tembellik,C,Foklar dalış sırasında kalp atış hızlarını önemli ölçüde yavaşlatabilirler,Medium
1997,Art,Hangi sanat akımı spontane fırça darbeleri ve saf renklerle karakterize edilmiştir?,İzlenimcilik,Post-Empresyonizm,Fovizm,Ekspresyonizm,C,"Fovizm, cesur, spontane fırça darbeleri ve canlı renkleri vurguluyordu",Medium
1998,Math,Cos(90°)'nin değeri nedir?,0,1,-1,tanımsız,A,90 derecenin kosinüsü sıfıra eşittir,Medium
1999,Sports,Tenis filesi yüksekliği kaç cm'dir?,"2,5 fit",3 fit,"3,5 fit",4 ayak,B,Bir tenis ağının merkezi 3 fit yüksekliğindedir,Medium
2000,Technology,Bilgisayarda RAID ne anlama geliyor?,Bağımsız Disklerin Yedekli Dizisi,Rastgele Erişim Dahili Sürücü,Hızlı Bilgi Diskleri Dizisi,Uzaktan Erişim Arayüz Cihazı,A,"RAID, Bağımsız Disklerin Yedekli Dizisi anlamına gelir",Medium
2001,Animals,Hangi kuş esaret altında en uzun ömre sahiptir?,Kartal,Papağan,Baykuş,Şahin,B,Bazı papağan türleri esaret altında 100 yıldan fazla yaşayabilir,Medium
2002,Art,"""Nilüferler"" tablosunu kim çizmiştir?",Van Gogh,Monet,Renoir,Degas,B,"Claude Monet, birden fazla Nilüfer serisi çizdi",Medium
2003,Math,cos(x) dx'in integrali nedir?,sin(x) + C,-sin(x) + C,cos(x) + C,-cos(x) + C,A,Kosinüs x'in integrali sinüs x artı sabittir,Medium
2004,Sports,Bir çim hokeyi takımında kaç oyuncu vardır?,9,10,11,12,C,Çim hokeyi takımları kaleci dahil 11 oyuncudan oluşur,Medium
2005,Technology,SaaS ne anlama geliyor?,Hizmet Olarak Yazılım,Hizmet Olarak Sistem,Hizmet Olarak Sunucu,Hizmet Olarak Güvenlik,A,"SaaS, Hizmet Olarak Yazılım anlamına gelir",Medium
2006,Animals,Hangi yılan türü en zehirlidir?,Kral kobra,Kara mamba,İç bölge taypanı,Russell'ın engereği,C,İç taypan en güçlü zehre sahiptir,Medium
2007,Art,Hangi teknik boya tabakasının çizilerek açılmasını içerir?,Sgraffito,Pasto,Cam,Karmakarışık,A,"Sgraffito, boya katmanlarının çizilmesini içerir",Medium
2008,Math,180'in %45'i kaçtır?,81,90,99,108,A,180'in %45'i 81'e eşittir,Medium
2009,Sports,Pistte engelli koşunun standart mesafesi nedir?,2000 metre,3000 metre,5000 metre,10000 metre,B,Standart engelli koşu mesafesi 3000 metredir,Medium
2010,Technology,Web teknolojisinde CDN ne anlama geliyor?,İçerik Dağıtım Ağı,Merkezi Veri Ağı,Bilgisayar Dağıtım Ağı,Bulut Veritabanı Ağı,A,"CDN, İçerik Dağıtım Ağı anlamına gelir",Medium
2011,Animals,Hangi primat türü alet kullanmasıyla bilinir?,Şempanze,Goril,Orangutan,Yukarıdakilerin hepsi,D,Tüm büyük maymunların alet kullandığı gözlemlendi,Medium
2012,Art,"""Cehennemin Kapıları""nı kim yontmuştur?",Michelangelo,Rodin,Donatello,Bernini,B,Auguste Rodin Cehennemin Kapıları'nı yonttu,Medium
2013,Math,İlk 20 doğal sayının toplamı kaçtır?,190,200,210,220,C,Toplam = n(n+1)/2 = 20(21)/2 = 210,Medium
2014,Sports,Golfte parın iki vuruş altında kalmasına ne ad verilir?,Kartal,Kuş,Albatros,Kondor,A,"Bir kartal, bir delik için par vuruşunun iki vuruş altındadır",Medium
2015,Technology,IoT ne anlama geliyor?,Nesnelerin İnterneti,Entegre Çevrimiçi Teknoloji,Teknolojinin İnterneti,Dahili İşletim Teknolojisi,A,"IoT, Nesnelerin İnterneti anlamına gelir",Medium
2016,Animals,Hangi kuş türü en uzun mesafeyi göç ederek geçirir?,Arktik sumru,Kuyruklu çamurcun,Yakut boğazlı sinek kuşu,Kır kırlangıcı,A,Arktik sumruları her yıl Arktik'ten Antarktika'ya göç eder,Medium
2017,Art,Hangi sanat döneminde görkem ve dramatik etki ön plandadır?,Rönesans,Barok,Neoklasik,Romantik,B,"Barok sanatı, dramatik ihtişamı ve duygusal yoğunluğu vurguladı",Medium
2018,Math,(2-1) ve (4-3) noktalarından geçen bir doğrunun eğimi nedir?,1,2,3,4,A,Eğim = (y2-y1)/(x2-x1) = (3-1)/(4-2) = 1,Medium
2019,Sports,Havuzda su topu takımında kaç oyuncu vardır?,6,7,8,9,B,Su topu takımlarında aynı anda havuzda 7 oyuncu bulunur,Medium
2020,Technology,VR ne anlama geliyor?,Sanal Gerçeklik,Görsel Gerçeklik,Sanal Müdahale,Video Gerçekliği,A,"VR, Sanal Gerçeklik anlamına gelir",Medium
2021,Animals,Hangi memelinin kürkü en kalındır?,Kutup ayısı,Deniz samuru,Kutup tilkisi,Misk öküzü,B,Deniz samurları memeliler arasında en yoğun kürke sahip olanlardır,Medium
2022,Art,"""Halkı Yöneten Özgürlük"" tablosunu kim çizmiştir?",Jacques-Louis David,Eugène Delacroix,Theodore Gericault,Jean-Auguste-Dominique Ingres,B,"Eugène Delacroix, Halkı Yöneten Özgürlük tablosunu çizdi",Medium
2023,Math,8! (8 faktöriyel) kaçtır?,5040,10080,20160,40320,D,8! = 8×7×6×5×4×3×2×1 = 40320,Medium
2024,Sports,Olimpik halterde maksimum ağırlık kategorisi nedir?,105 kg,109 kg,+109kg,sınırsız,C,En ağır olimpiyat halter kategorisi +109kg'dır,Medium
2025,Technology,SQL ne anlama geliyor?,Yapılandırılmış Sorgu Dili,Standart Sorgu Dili,Basit Sorgu Dili,Sistem Sorgu Dili,A,"SQL, Yapılandırılmış Sorgu Dili anlamına gelir",Medium
2026,Animals,Hangi büyük kedinin ısırma kuvveti en güçlüdür?,Aslan,Kaplan,Jaguar,Leopar,C,Jaguarlar büyük kediler arasında en güçlü ısırma gücüne sahiptir,Medium
2027,Art,"""Düşünen Adam"" hangi müzede sergileniyor?",Louvre,Rodin Müzesi,Metropolitan Müzesi,Britanya Müzesi,B,"Orijinal ""Düşünen Adam"" Paris'teki Rodin Müzesi'ndedir",Medium
2028,Math,Çapı 10 olan bir dairenin alanı nedir?,25π,50π,75π,100π,A,Alan = πr² = π(5)² = 25π,Medium
2029,Science,Çok gövdeli sistemlerin kuantum mekaniksel davranışlarını inceleyen bilim dalına ne ad verilir?,Kuantum çok gövdeli teori,İstatistiksel mekanik,Yoğun madde fiziği,Katı hal fiziği,A,Kuantum çok gövdeli teori karmaşık kuantum sistemlerini inceler,Hard
2030,Science,Aşağıdaki olgulardan hangisi düzensiz sistemlerden kendiliğinden düzenli yapıların oluşmasını açıklar?,Kendi kendini örgütleme,Kendi kendine montaj,Ortaya Çıkış,Faz geçişi,B,"Kendi kendine montaj, bileşenlerin kendiliğinden düzenlenmesini içerir",Hard
2031,Science,Bazı kuantum mekaniksel ölçümlerin neden uyumsuz olduğunu açıklayan ilkenin adı nedir?,Heisenberg belirsizlik ilkesi,Pauli dışlama ilkesi,Tamamlayıcılık ilkesi,Yazışma ilkesi,C,Tamamlayıcılık ilkesi uyumsuz kuantum ölçümlerini tanımlar,Hard
2032,Science,Elektromanyetik indüksiyon yoluyla mekanik enerjinin elektrik enerjisine dönüşümünü açıklayan süreç hangisidir?,Elektromotor kuvveti,Elektromanyetik indüksiyon,Faraday yasası,Lenz yasası,C,Faraday yasası mekanik enerjinin elektrik enerjisine dönüşümünü açıklar,Hard
2033,Science,Biyolojik sistemlerin bilgiyi nasıl işlediği ve ilettiğini inceleyen bilim dalı hangisidir?,Sistem biyolojisi,Hesaplamalı biyoloji,Biyoenformatik,Sibernetik,A,"Sistem biyolojisi, biyolojik ağlarda bilgi işlemeyi inceler",Hard
2034,Science,Işık dalga boyunun kütle çekim alanı nedeniyle değişmesini açıklayan etki hangisidir?,Yerçekimsel kırmızıya kayma,Doppler kayması,Compton saçılması,Rayleigh saçılması,A,"Yerçekimsel kırmızıya kayma, güçlü yerçekimi alanlarında meydana gelir",Hard
2035,Science,Ribozomların haberci RNA kullanarak protein sentezlediği sürecin adı nedir?,Çeviri,Transkripsiyon,Transdüksiyon,Dönüşüm,A,"Çeviri, mRNA şablonlarından proteinleri sentezler",Hard
2036,Science,İzole bir sistemin entropisinin her zaman artacağını belirten ilke hangisidir?,Termodinamiğin birinci yasası,Termodinamiğin ikinci yasası,Termodinamiğin üçüncü yasası,Termodinamiğin sıfırıncı yasası,B,"İkinci yasa, izole sistemlerdeki entropi artışını açıklar",Hard
2037,Science,Makromoleküllerin yapısı ile işlevi arasındaki ilişkiyi inceleyen bilim dalına ne ad verilir?,Yapısal biyoloji,Moleküler biyofizik,Protein kimyası,Makromoleküler bilim,A,"Yapısal biyoloji, büyük moleküllerde yapıyı işlevle ilişkilendirir",Hard
2038,Science,"Hangi olgu, plazma halindeki parçacıkların kolektif davranışını tanımlar?",Plazma fiziği,Manyetohidrodinamik,Toplu salınımlar,Plazma dinamikleri,B,"Manyetohidrodinamik, plazma kolektif davranışını inceler",Hard
2039,Science,Vakumun kendisinin parçacık çiftleri yaratabildiği etkinin adı nedir?,Vakum polarizasyonu,Casimir etkisi,Hawking radyasyonu,Sanal parçacık oluşturma,A,Vakum polarizasyonu parçacık-antiparçacık çiftleri oluşturur,Hard
2040,Science,DNA'nın kimyasal modifikasyonları yoluyla gen ifadesinin düzenlenmesini açıklayan süreç hangisidir?,DNA metilasyonu,Histon modifikasyonu,Epigenetik düzenleme,Kromatin yeniden şekillenmesi,C,"Epigenetik düzenleme, DNA dizisinde değişiklik olmadan gen ifadesini kontrol eder",Hard
2041,Science,Sinir ağlarında bilginin nasıl kodlandığı ve işlendiğini inceleyen bilim dalına ne ad verilir?,Hesaplamalı sinirbilim,Nöroinformatik,Sinirsel kodlama,Beyin hesaplaması,C,"Sinir kodlama, sinir sistemlerindeki bilgi temsilini inceler",Hard
2042,Science,Fiziksel sistemlerde simetrinin kendiliğinden kırılmasını açıklayan olgu hangisidir?,Simetri kırılması,Faz geçişi,Kritik fenomenler,Sipariş parametresi,A,"Simetri kırılması, simetrik olanlardan düzenli durumlara yol açar",Hard
